Suburb	PostCode	State	BSPname
PASADENA	5042	SA	SA SUBS NEAR 1
ST MARYS	5042	SA	SA SUBS NEAR 1
ASCOT PARK	5043	SA	SA SUBS NEAR 1
MARION	5043	SA	SA SUBS NEAR 1
MITCHELL PARK	5043	SA	SA SUBS NEAR 1
MORPHETTVILLE	5043	SA	SA SUBS NEAR 1
PARK HOLME	5043	SA	SA SUBS NEAR 1
GLENGOWRIE	5044	SA	SA SUBS NEAR 1
SOMERTON PARK	5044	SA	SA SUBS NEAR 1
GLENELG	5045	SA	SA SUBS NEAR 1
GLENELG EAST	5045	SA	SA SUBS NEAR 1
GLENELG JETTY ROAD	5045	SA	SA SUBS NEAR 1
GLENELG NORTH	5045	SA	SA SUBS NEAR 1
GLENELG SOUTH	5045	SA	SA SUBS NEAR 1
OAKLANDS PARK	5046	SA	SA SUBS NEAR 1
WARRADALE	5046	SA	SA SUBS NEAR 1
WARRADALE NORTH	5046	SA	SA SUBS NEAR 1
DARLINGTON	5047	SA	SA SUBS NEAR 1
SEACOMBE GARDENS	5047	SA	SA SUBS NEAR 1
SEACOMBE HEIGHTS	5047	SA	SA SUBS NEAR 1
STURT	5047	SA	SA SUBS NEAR 1
BRIGHTON	5048	SA	SA SUBS NEAR 1
DOVER GARDENS	5048	SA	SA SUBS NEAR 1
HOVE	5048	SA	SA SUBS NEAR 1
NORTH BRIGHTON	5048	SA	SA SUBS NEAR 1
SOUTH BRIGHTON	5048	SA	SA SUBS NEAR 1
KINGSTON PARK	5049	SA	SA SUBS NEAR 1
MARINO	5049	SA	SA SUBS NEAR 1
SEACLIFF	5049	SA	SA SUBS NEAR 1
SEACLIFF PARK	5049	SA	SA SUBS NEAR 1
SEAVIEW DOWNS	5049	SA	SA SUBS NEAR 1
BELLEVUE HEIGHTS	5050	SA	SA SUBS NEAR 2
EDEN HILLS	5050	SA	SA SUBS NEAR 2
BLACKWOOD	5051	SA	SA SUBS NEAR 2
COROMANDEL VALLEY	5051	SA	SA SUBS NEAR 2
CRAIGBURN FARM	5051	SA	SA SUBS NEAR 2
HAWTHORNDENE	5051	SA	SA SUBS NEAR 2
BELAIR	5052	SA	SA SUBS NEAR 2
GLENALTA	5052	SA	SA SUBS NEAR 2
HYDE PARK	5061	SA	SA CITY SUBS
MALVERN	5061	SA	SA CITY SUBS
UNLEY	5061	SA	SA CITY SUBS
UNLEY BC	5061	SA	SA CITY SUBS
UNLEY DC	5061	SA	SA CITY SUBS
UNLEY PARK	5061	SA	SA CITY SUBS
BROWN HILL CREEK	5062	SA	SA SUBS NEAR 2
CLAPHAM	5062	SA	SA SUBS NEAR 2
HAWTHORN	5062	SA	SA SUBS NEAR 2
KINGSWOOD	5062	SA	SA SUBS NEAR 2
LOWER MITCHAM	5062	SA	SA SUBS NEAR 2
LYNTON	5062	SA	SA SUBS NEAR 2
MITCHAM	5062	SA	SA SUBS NEAR 2
MITCHAM SHOPPING CENTRE	5062	SA	SA SUBS NEAR 2
NETHERBY	5062	SA	SA SUBS NEAR 2
SPRINGFIELD	5062	SA	SA SUBS NEAR 2
TORRENS PARK	5062	SA	SA SUBS NEAR 2
EASTWOOD	5063	SA	SA SUBS NEAR 2
FREWVILLE	5063	SA	SA SUBS NEAR 2
FULLARTON	5063	SA	SA SUBS NEAR 2
HIGHGATE	5063	SA	SA SUBS NEAR 2
PARKSIDE	5063	SA	SA SUBS NEAR 2
GLEN OSMOND	5064	SA	SA SUBS NEAR 2
GLENUNGA	5064	SA	SA SUBS NEAR 2
MOUNT OSMOND	5064	SA	SA SUBS NEAR 2
MYRTLE BANK	5064	SA	SA SUBS NEAR 2
ST GEORGES	5064	SA	SA SUBS NEAR 2
URRBRAE	5064	SA	SA SUBS NEAR 2
DULWICH	5065	SA	SA SUBS NEAR 2
GLENSIDE	5065	SA	SA SUBS NEAR 2
LINDEN PARK	5065	SA	SA SUBS NEAR 2
TOORAK GARDENS	5065	SA	SA SUBS NEAR 2
TUSMORE	5065	SA	SA SUBS NEAR 2
BEAUMONT	5066	SA	SA SUBS NEAR 2
BURNSIDE	5066	SA	SA SUBS NEAR 2
ERINDALE	5066	SA	SA SUBS NEAR 2
HAZELWOOD PARK	5066	SA	SA SUBS NEAR 2
STONYFELL	5066	SA	SA SUBS NEAR 2
WATERFALL GULLY	5066	SA	SA SUBS NEAR 2
WATTLE PARK	5066	SA	SA SUBS NEAR 2
BEULAH PARK	5067	SA	SA SUBS NEAR 2
KENT TOWN	5067	SA	SA SUBS NEAR 2
NORWOOD	5067	SA	SA SUBS NEAR 2
NORWOOD SOUTH	5067	SA	SA SUBS NEAR 2
ROSE PARK	5067	SA	SA SUBS NEAR 2
HEATHPOOL	5068	SA	SA SUBS NEAR 2
KENSINGTON	5068	SA	SA SUBS NEAR 2
KENSINGTON GARDENS	5068	SA	SA SUBS NEAR 2
KENSINGTON PARK	5068	SA	SA SUBS NEAR 2
LEABROOK	5068	SA	SA SUBS NEAR 2
MARRYATVILLE	5068	SA	SA SUBS NEAR 2
ST MORRIS	5068	SA	SA SUBS NEAR 2
TRINITY GARDENS	5068	SA	SA SUBS NEAR 2
COLLEGE PARK	5069	SA	SA SUBS NEAR 2
EVANDALE	5069	SA	SA SUBS NEAR 2
HACKNEY	5069	SA	SA SUBS NEAR 2
MAYLANDS	5069	SA	SA SUBS NEAR 2
ST PETERS	5069	SA	SA SUBS NEAR 2
STEPNEY	5069	SA	SA SUBS NEAR 2
FELIXSTOW	5070	SA	SA SUBS NEAR 2
FIRLE	5070	SA	SA SUBS NEAR 2
GLYNDE	5070	SA	SA SUBS NEAR 2
GLYNDE DC	5070	SA	SA SUBS NEAR 2
GLYNDE PLAZA	5070	SA	SA SUBS NEAR 2
JOSLIN	5070	SA	SA SUBS NEAR 2
MARDEN	5070	SA	SA SUBS NEAR 2
PAYNEHAM	5070	SA	SA SUBS NEAR 2
PAYNEHAM SOUTH	5070	SA	SA SUBS NEAR 2
ROYSTON PARK	5070	SA	SA SUBS NEAR 2
KENT TOWN	5071	SA	SA SUBS NEAR 2
KENT TOWN DC	5071	SA	SA SUBS NEAR 2
AULDANA	5072	SA	SA SUBS NEAR 2
MAGILL	5072	SA	SA SUBS NEAR 2
MAGILL NORTH	5072	SA	SA SUBS NEAR 2
MAGILL SOUTH	5072	SA	SA SUBS NEAR 2
ROSSLYN PARK	5072	SA	SA SUBS NEAR 2
SKYE	5072	SA	SA SUBS NEAR 2
TERINGIE	5072	SA	SA SUBS NEAR 2
WOODFORDE	5072	SA	SA SUBS NEAR 2
HECTORVILLE	5073	SA	SA SUBS NEAR 2
ROSTREVOR	5073	SA	SA SUBS NEAR 2
TRANMERE	5073	SA	SA SUBS NEAR 2
TRANMERE NORTH	5073	SA	SA SUBS NEAR 2
CAMPBELLTOWN	5074	SA	SA SUBS NEAR 2
NEWTON	5074	SA	SA SUBS NEAR 2
DERNANCOURT	5075	SA	SA SUBS NEAR 2
PARADISE	5075	SA	SA SUBS NEAR 2
ATHELSTONE	5076	SA	SA SUBS NEAR 2
CASTAMBUL	5076	SA	SA SUBS NEAR 2
COLLINSWOOD	5081	SA	SA SUBS NEAR 2
GILBERTON	5081	SA	SA SUBS NEAR 2
MEDINDIE	5081	SA	SA SUBS NEAR 2
MEDINDIE GARDENS	5081	SA	SA SUBS NEAR 2
VALE PARK	5081	SA	SA SUBS NEAR 2
WALKERVILLE	5081	SA	SA SUBS NEAR 2
FITZROY	5082	SA	SA SUBS NEAR 1
OVINGHAM	5082	SA	SA SUBS NEAR 1
PROSPECT	5082	SA	SA SUBS NEAR 1
PROSPECT EAST	5082	SA	SA SUBS NEAR 1
PROSPECT WEST	5082	SA	SA SUBS NEAR 1
THORNGATE	5082	SA	SA SUBS NEAR 1
BROADVIEW	5083	SA	SA SUBS NEAR 1
NAILSWORTH	5083	SA	SA SUBS NEAR 1
SEFTON PARK	5083	SA	SA SUBS NEAR 1
BLAIR ATHOL	5084	SA	SA SUBS NEAR 1
BLAIR ATHOL WEST	5084	SA	SA SUBS NEAR 1
KILBURN	5084	SA	SA SUBS NEAR 1
KILBURN NORTH	5084	SA	SA SUBS NEAR 1
CLEARVIEW	5085	SA	SA SUBS NEAR 1
ENFIELD	5085	SA	SA SUBS NEAR 1
ENFIELD PLAZA	5085	SA	SA SUBS NEAR 1
NORTHFIELD	5085	SA	SA SUBS NEAR 1
NORTHGATE	5085	SA	SA SUBS NEAR 1
GILLES PLAINS	5086	SA	SA SUBS NEAR 2
GREENACRES	5086	SA	SA SUBS NEAR 2
HAMPSTEAD GARDENS	5086	SA	SA SUBS NEAR 2
HILLCREST	5086	SA	SA SUBS NEAR 2
MANNINGHAM	5086	SA	SA SUBS NEAR 2
OAKDEN	5086	SA	SA SUBS NEAR 2
KLEMZIG	5087	SA	SA SUBS NEAR 2
WINDSOR GARDENS	5087	SA	SA SUBS NEAR 2
HOLDEN HILL	5088	SA	SA SUBS NEAR 2
HIGHBURY	5089	SA	SA SUBS NEAR 2
HOPE VALLEY	5090	SA	SA SUBS NEAR 2
BANKSIA PARK	5091	SA	SA SUBS NEAR 2
TEA TREE GULLY	5091	SA	SA SUBS NEAR 2
VISTA	5091	SA	SA SUBS NEAR 2
MODBURY	5092	SA	SA SUBS NEAR 2
MODBURY HEIGHTS	5092	SA	SA SUBS NEAR 2
MODBURY NORTH	5092	SA	SA SUBS NEAR 2
MODBURY NORTH DC	5092	SA	SA SUBS NEAR 2
PARA VISTA	5093	SA	SA SUBS NEAR 2
VALLEY VIEW	5093	SA	SA SUBS NEAR 2
CAVAN	5094	SA	SA SUBS NEAR 1
DRY CREEK	5094	SA	SA SUBS NEAR 1
GEPPS CROSS	5094	SA	SA SUBS NEAR 1
MAWSON LAKES	5095	SA	SA SUBS NEAR 1
POORAKA	5095	SA	SA SUBS NEAR 1
GULFVIEW HEIGHTS	5096	SA	SA SUBS NEAR 2
PARA HILLS	5096	SA	SA SUBS NEAR 2
PARA HILLS WEST	5096	SA	SA SUBS NEAR 2
REDWOOD PARK	5097	SA	SA SUBS NEAR 2
RIDGEHAVEN	5097	SA	SA SUBS NEAR 2
ST AGNES	5097	SA	SA SUBS NEAR 2
INGLE FARM	5098	SA	SA SUBS NEAR 2
WALKLEY HEIGHTS	5098	SA	SA SUBS NEAR 2
PARAFIELD	5106	SA	SA SUBS NEAR 1
PARAFIELD AIRPORT	5106	SA	SA SUBS NEAR 1
SALISBURY SOUTH	5106	SA	SA SUBS NEAR 1
SALISBURY SOUTH BC	5106	SA	SA SUBS NEAR 1
SALISBURY SOUTH DC	5106	SA	SA SUBS NEAR 1
GREEN FIELDS	5107	SA	SA SUBS NEAR 1
PARAFIELD GARDENS	5107	SA	SA SUBS NEAR 1
PARALOWIE	5108	SA	SA SUBS NEAR 1
SALISBURY	5108	SA	SA SUBS NEAR 1
SALISBURY DOWNS	5108	SA	SA SUBS NEAR 1
SALISBURY NORTH	5108	SA	SA SUBS NEAR 1
SALISBURY NORTH WHITES ROAD	5108	SA	SA SUBS NEAR 1
BRAHMA LODGE	5109	SA	SA SUBS NEAR 1
SALISBURY EAST	5109	SA	SA SUBS NEAR 1
SALISBURY EAST NORTHBRI AVE	5109	SA	SA SUBS NEAR 1
SALISBURY HEIGHTS	5109	SA	SA SUBS NEAR 1
SALISBURY PARK	5109	SA	SA SUBS NEAR 1
SALISBURY PLAIN	5109	SA	SA SUBS NEAR 1
BOLIVAR	5110	SA	SA SUBS NEAR 1
BURTON	5110	SA	SA SUBS NEAR 1
DIREK	5110	SA	SA SUBS NEAR 1
GLOBE DERBY PARK	5110	SA	SA SUBS NEAR 1
ST KILDA	5110	SA	SA SUBS NEAR 1
WATERLOO CORNER	5110	SA	SA SUBS NEAR 1
EDINBURGH	5111	SA	SA SUBS NEAR 1
EDINBURGH RAAF	5111	SA	SA SUBS NEAR 1
ELIZABETH	5112	SA	SA SUBS NEAR 1
ELIZABETH EAST	5112	SA	SA SUBS NEAR 1
ELIZABETH GROVE	5112	SA	SA SUBS NEAR 1
ELIZABETH SOUTH	5112	SA	SA SUBS NEAR 1
ELIZABETH VALE	5112	SA	SA SUBS NEAR 1
HILLBANK	5112	SA	SA SUBS NEAR 1
DAVOREN PARK	5113	SA	SA SUBS NEAR 1
DAVOREN PARK NORTH	5113	SA	SA SUBS NEAR 1
DAVOREN PARK SOUTH	5113	SA	SA SUBS NEAR 1
ELIZABETH DOWNS	5113	SA	SA SUBS NEAR 1
ELIZABETH NORTH	5113	SA	SA SUBS NEAR 1
ELIZABETH PARK	5113	SA	SA SUBS NEAR 1
ELIZABETH WEST	5113	SA	SA SUBS NEAR 1
ELIZABETH WEST DC	5113	SA	SA SUBS NEAR 1
ANDREWS FARM	5114	SA	SA SUBS NEAR 1
BLAKEVIEW	5114	SA	SA SUBS NEAR 1
CRAIGMORE	5114	SA	SA SUBS NEAR 1
GOULD CREEK	5114	SA	SA SUBS NEAR 1
HUMBUG SCRUB	5114	SA	SA SUBS NEAR 1
ONE TREE HILL	5114	SA	SA SUBS NEAR 1
SAMPSON FLAT	5114	SA	SA SUBS NEAR 1
SMITHFIELD	5114	SA	SA SUBS NEAR 1
SMITHFIELD PLAINS	5114	SA	SA SUBS NEAR 1
SMITHFIELD WEST	5114	SA	SA SUBS NEAR 1
ULEYBURY	5114	SA	SA SUBS NEAR 1
YATTALUNGA	5114	SA	SA SUBS NEAR 1
KUDLA	5115	SA	SA SUBS NEAR 1
MUNNO PARA	5115	SA	SA SUBS NEAR 1
MUNNO PARA DOWNS	5115	SA	SA SUBS NEAR 1
MUNNO PARA WEST	5115	SA	SA SUBS NEAR 1
EVANSTON	5116	SA	SA SUBS NEAR 1
EVANSTON GARDENS	5116	SA	SA SUBS NEAR 1
EVANSTON PARK	5116	SA	SA SUBS NEAR 1
EVANSTON SOUTH	5116	SA	SA SUBS NEAR 1
HILLIER	5116	SA	SA SUBS NEAR 1
ANGLE VALE	5117	SA	SA SUBS NEAR 1
BIBARINGA	5118	SA	SA SUBS NEAR 1
BUCHFELDE	5118	SA	SA SUBS NEAR 1
CONCORDIA	5118	SA	SA SUBS NEAR 1
GAWLER	5118	SA	SA SUBS NEAR 1
GAWLER BELT	5118	SA	SA SUBS NEAR 1
GAWLER EAST	5118	SA	SA SUBS NEAR 1
GAWLER RIVER	5118	SA	SA SUBS NEAR 1
GAWLER SOUTH	5118	SA	SA SUBS NEAR 1
GAWLER WEST	5118	SA	SA SUBS NEAR 1
HEWETT	5118	SA	SA SUBS NEAR 1
KALBEEBA	5118	SA	SA SUBS NEAR 1
KANGAROO FLAT	5118	SA	SA SUBS NEAR 1
KINGSFORD	5118	SA	SA SUBS NEAR 1
REID	5118	SA	SA SUBS NEAR 1
WARD BELT	5118	SA	SA SUBS NEAR 1
WILLASTON	5118	SA	SA SUBS NEAR 1
BUCKLAND PARK	5120	SA	SA SUBS NEAR 1
VIRGINIA	5120	SA	SA SUBS NEAR 1
MACDONALD PARK	5121	SA	SA SUBS NEAR 1
PENFIELD	5121	SA	SA SUBS NEAR 1
PENFIELD GARDENS	5121	SA	SA SUBS NEAR 1
GOLDEN GROVE	5125	SA	SA SUBS NEAR 2
GOLDEN GROVE VILLAGE	5125	SA	SA SUBS NEAR 2
GREENWITH	5125	SA	SA SUBS NEAR 2
FAIRVIEW PARK	5126	SA	SA SUBS NEAR 2
SURREY DOWNS	5126	SA	SA SUBS NEAR 2
YATALA VALE	5126	SA	SA SUBS NEAR 2
WYNN VALE	5127	SA	SA SUBS NEAR 2
HOUGHTON	5131	SA	SA SUBS NEAR 2
LOWER HERMITAGE	5131	SA	SA SUBS NEAR 2
UPPER HERMITAGE	5131	SA	SA SUBS NEAR 2
PARACOMBE	5132	SA	SA SUBS NEAR 2
INGLEWOOD	5133	SA	SA SUBS NEAR 2
CHERRYVILLE	5134	SA	SA SUBS NEAR 2
MONTACUTE	5134	SA	SA SUBS NEAR 2
NORTON SUMMIT	5136	SA	SA SUBS NEAR 2
ASHTON	5137	SA	SA SUBS NEAR 2
MARBLE HILL	5137	SA	SA SUBS NEAR 2
BASKET RANGE	5138	SA	SA SUBS NEAR 2
FOREST RANGE	5139	SA	SA SUBS NEAR 2
GREENHILL	5140	SA	SA SUBS NEAR 2
HORSNELL GULLY	5141	SA	SA SUBS NEAR 2
SUMMERTOWN	5141	SA	SA SUBS NEAR 2
URAIDLA	5142	SA	SA SUBS NEAR 2
CAREY GULLY	5144	SA	SA SUBS NEAR 2
EAGLE ON THE HILL	5150	SA	SA SUBS NEAR 2
LEAWOOD GARDENS	5150	SA	SA SUBS NEAR 2
PICCADILLY	5151	SA	SA SUBS NEAR 2
CLELAND	5152	SA	SA SUBS NEAR 2
CRAFERS	5152	SA	SA SUBS NEAR 2
CRAFERS WEST	5152	SA	SA SUBS NEAR 2
MOUNT LOFTY	5152	SA	SA SUBS NEAR 2
STIRLING	5152	SA	SA SUBS NEAR 2
BIGGS FLAT	5153	SA	SA SUBS NEAR 2
BRADBURY	5153	SA	SA SUBS NEAR 2
CHAPEL HILL	5153	SA	SA SUBS NEAR 2
ECHUNGA	5153	SA	SA SUBS NEAR 2
FLAXLEY	5153	SA	SA SUBS NEAR 2
GREEN HILLS RANGE	5153	SA	SA SUBS NEAR 2
HEATHFIELD	5153	SA	SA SUBS NEAR 2
IRONBANK	5153	SA	SA SUBS NEAR 2
JUPITER CREEK	5153	SA	SA SUBS NEAR 2
LONGWOOD	5153	SA	SA SUBS NEAR 2
MACCLESFIELD	5153	SA	SA SUBS NEAR 2
MYLOR	5153	SA	SA SUBS NEAR 2
SCOTT CREEK	5153	SA	SA SUBS NEAR 2
ALDGATE	5154	SA	SA SUBS NEAR 2
BRIDGEWATER	5155	SA	SA SUBS NEAR 2
MOUNT GEORGE	5155	SA	SA SUBS NEAR 2
UPPER STURT	5156	SA	SA SUBS NEAR 2
ASHBOURNE	5157	SA	SA SUBS NEAR 2
BULL CREEK	5157	SA	SA SUBS NEAR 2
CHERRY GARDENS	5157	SA	SA SUBS NEAR 2
CLARENDON	5157	SA	SA SUBS NEAR 2
COROMANDEL EAST	5157	SA	SA SUBS NEAR 2
DORSET VALE	5157	SA	SA SUBS NEAR 2
KANGARILLA	5157	SA	SA SUBS NEAR 2
MCHARG CREEK	5157	SA	SA SUBS NEAR 2
HALLETT COVE	5158	SA	SA SUBS NEAR 1
O'HALLORAN HILL	5158	SA	SA SUBS NEAR 1
O'HALLORAN HILL DC	5158	SA	SA SUBS NEAR 1
SHEIDOW PARK	5158	SA	SA SUBS NEAR 1
TROTT PARK	5158	SA	SA SUBS NEAR 1
ABERFOYLE PARK	5159	SA	SA SUBS NEAR 1
CHANDLERS HILL	5159	SA	SA SUBS NEAR 1
FLAGSTAFF HILL	5159	SA	SA SUBS NEAR 1
HAPPY VALLEY	5159	SA	SA SUBS NEAR 1
LONSDALE	5160	SA	SA CITY SUBS
LONSDALE DC	5160	SA	SA CITY SUBS
PORT STANVAC	5160	SA	SA CITY SUBS
OLD REYNELLA	5161	SA	SA CITY SUBS
REYNELLA	5161	SA	SA CITY SUBS
REYNELLA EAST	5161	SA	SA CITY SUBS
MORPHETT VALE	5162	SA	SA CITY SUBS
WOODCROFT	5162	SA	SA CITY SUBS
HACKHAM	5163	SA	SA CITY SUBS
HACKHAM WEST	5163	SA	SA CITY SUBS
HUNTFIELD HEIGHTS	5163	SA	SA CITY SUBS
ONKAPARINGA HILLS	5163	SA	SA CITY SUBS
CHRISTIE DOWNS	5164	SA	SA CITY SUBS
CHRISTIES BEACH	5165	SA	SA CITY SUBS
CHRISTIES BEACH NORTH	5165	SA	SA CITY SUBS
O'SULLIVAN BEACH	5166	SA	SA CITY SUBS
PORT NOARLUNGA	5167	SA	SA CITY SUBS
PORT NOARLUNGA SOUTH	5167	SA	SA CITY SUBS
NOARLUNGA CENTRE	5168	SA	SA CITY SUBS
NOARLUNGA DOWNS	5168	SA	SA CITY SUBS
OLD NOARLUNGA	5168	SA	SA CITY SUBS
MOANA	5169	SA	SA CITY SUBS
SEAFORD	5169	SA	SA CITY SUBS
SEAFORD HEIGHTS	5169	SA	SA CITY SUBS
SEAFORD MEADOWS	5169	SA	SA CITY SUBS
SEAFORD RISE	5169	SA	SA CITY SUBS
MASLIN BEACH	5170	SA	SA CITY SUBS
BLEWITT SPRINGS	5171	SA	SA CITY SUBS
MCLAREN FLAT	5171	SA	SA CITY SUBS
MCLAREN VALE	5171	SA	SA CITY SUBS
PEDLER CREEK	5171	SA	SA CITY SUBS
TATACHILLA	5171	SA	SA CITY SUBS
DINGABLEDINGA	5172	SA	SA CITY SUBS
HOPE FOREST	5172	SA	SA CITY SUBS
KUITPO	5172	SA	SA CITY SUBS
KUITPO COLONY	5172	SA	SA CITY SUBS
KYEEMA	5172	SA	SA CITY SUBS
MONTARRA	5172	SA	SA CITY SUBS
PAGES FLAT	5172	SA	SA CITY SUBS
THE RANGE	5172	SA	SA CITY SUBS
WHITES VALLEY	5172	SA	SA CITY SUBS
WILLUNGA	5172	SA	SA CITY SUBS
WILLUNGA HILL	5172	SA	SA CITY SUBS
WILLUNGA SOUTH	5172	SA	SA CITY SUBS
YUNDI	5172	SA	SA CITY SUBS
ALDINGA	5173	SA	SA CITY SUBS
ALDINGA BEACH	5173	SA	SA CITY SUBS
PORT WILLUNGA	5173	SA	SA CITY SUBS
SILVER SANDS	5173	SA	SA CITY SUBS
SELLICKS BEACH	5174	SA	SA CITY SUBS
SELLICKS HILL	5174	SA	SA CITY SUBS
BLACKFELLOWS CREEK	5201	SA	SA SUBS NEAR 2
MEADOWS	5201	SA	SA SUBS NEAR 2
PARIS CREEK	5201	SA	SA SUBS NEAR 2
PROSPECT HILL	5201	SA	SA SUBS NEAR 2
HINDMARSH TIERS	5202	SA	SA CITY SUBS
MYPONGA	5202	SA	SA CITY SUBS
MYPONGA BEACH	5202	SA	SA CITY SUBS
BALD HILLS	5203	SA	SA CITY SUBS
PARAWA	5203	SA	SA CITY SUBS
TORRENS VALE	5203	SA	SA CITY SUBS
TUNKALILLA	5203	SA	SA CITY SUBS
WATTLE FLAT	5203	SA	SA CITY SUBS
YANKALILLA	5203	SA	SA CITY SUBS
CAPE JERVIS	5204	SA	SA CITY SUBS
CARRICKALINGA	5204	SA	SA CITY SUBS
DEEP CREEK	5204	SA	SA CITY SUBS
DELAMERE	5204	SA	SA CITY SUBS
HAY FLAT	5204	SA	SA CITY SUBS
NORMANVILLE	5204	SA	SA CITY SUBS
RAPID BAY	5204	SA	SA CITY SUBS
SECOND VALLEY	5204	SA	SA CITY SUBS
SILVERTON	5204	SA	SA CITY SUBS
WIRRINA COVE	5204	SA	SA CITY SUBS
MOUNT COMPASS	5210	SA	SA SUBS NEAR 2
MOUNT MAGNIFICENT	5210	SA	SA SUBS NEAR 2
NANGKITA	5210	SA	SA SUBS NEAR 2
BACK VALLEY	5211	SA	SA SUBS NEAR 2
ENCOUNTER BAY	5211	SA	SA SUBS NEAR 2
HAYBOROUGH	5211	SA	SA SUBS NEAR 2
HINDMARSH VALLEY	5211	SA	SA SUBS NEAR 2
INMAN VALLEY	5211	SA	SA SUBS NEAR 2
LOWER INMAN VALLEY	5211	SA	SA SUBS NEAR 2
MCCRACKEN	5211	SA	SA SUBS NEAR 2
MOUNT JAGGED	5211	SA	SA SUBS NEAR 2
VICTOR HARBOR	5211	SA	SA SUBS NEAR 2
WAITPINGA	5211	SA	SA SUBS NEAR 2
WILLOW CREEK	5211	SA	SA SUBS NEAR 2
YILKI	5211	SA	SA SUBS NEAR 2
PORT ELLIOT	5212	SA	SA SUBS NEAR 2
MIDDLETON	5213	SA	SA SUBS NEAR 2
CURRENCY CREEK	5214	SA	SA SUBS NEAR 2
GOOLWA	5214	SA	SA SUBS NEAR 2
GOOLWA BEACH	5214	SA	SA SUBS NEAR 2
GOOLWA NORTH	5214	SA	SA SUBS NEAR 2
GOOLWA SOUTH	5214	SA	SA SUBS NEAR 2
HINDMARSH ISLAND	5214	SA	SA SUBS NEAR 2
MOSQUITO HILL	5214	SA	SA SUBS NEAR 2
MUNDOO ISLAND	5214	SA	SA SUBS NEAR 2
PARNDANA	5220	SA	SA SUBS NEAR 2
AMERICAN RIVER	5221	SA	SA SUBS NEAR 2
BALLAST HEAD	5221	SA	SA SUBS NEAR 2
MUSTON	5221	SA	SA SUBS NEAR 2
AMERICAN BEACH	5222	SA	SA SUBS NEAR 2
ANTECHAMBER BAY	5222	SA	SA SUBS NEAR 2
BAUDIN BEACH	5222	SA	SA SUBS NEAR 2
BROWN BEACH	5222	SA	SA SUBS NEAR 2
CUTTLEFISH BAY	5222	SA	SA SUBS NEAR 2
DUDLEY EAST	5222	SA	SA SUBS NEAR 2
DUDLEY WEST	5222	SA	SA SUBS NEAR 2
HUNGERFORD	5222	SA	SA SUBS NEAR 2
IRONSTONE	5222	SA	SA SUBS NEAR 2
ISLAND BEACH	5222	SA	SA SUBS NEAR 2
KANGAROO HEAD	5222	SA	SA SUBS NEAR 2
PELICAN LAGOON	5222	SA	SA SUBS NEAR 2
PENNESHAW	5222	SA	SA SUBS NEAR 2
PORKY FLAT	5222	SA	SA SUBS NEAR 2
SAPPHIRETOWN	5222	SA	SA SUBS NEAR 2
WILLOUGHBY	5222	SA	SA SUBS NEAR 2
WILLSON RIVER	5222	SA	SA SUBS NEAR 2
BAY OF SHOALS	5223	SA	SA SUBS NEAR 2
BIRCHMORE	5223	SA	SA SUBS NEAR 2
BROWNLOW KI	5223	SA	SA SUBS NEAR 2
CAPE BORDA	5223	SA	SA SUBS NEAR 2
CASSINI	5223	SA	SA SUBS NEAR 2
CYGNET RIVER	5223	SA	SA SUBS NEAR 2
D'ESTREES BAY	5223	SA	SA SUBS NEAR 2
DE MOLE RIVER	5223	SA	SA SUBS NEAR 2
DUNCAN	5223	SA	SA SUBS NEAR 2
EMU BAY	5223	SA	SA SUBS NEAR 2
FLINDERS CHASE	5223	SA	SA SUBS NEAR 2
GOSSE	5223	SA	SA SUBS NEAR 2
HAINES	5223	SA	SA SUBS NEAR 2
HARRIET RIVER	5223	SA	SA SUBS NEAR 2
KARATTA	5223	SA	SA SUBS NEAR 2
KINGSCOTE	5223	SA	SA SUBS NEAR 2
KOHINOOR	5223	SA	SA SUBS NEAR 2
MACGILLIVRAY	5223	SA	SA SUBS NEAR 2
MENZIES	5223	SA	SA SUBS NEAR 2
MIDDLE RIVER	5223	SA	SA SUBS NEAR 2
NEPEAN BAY	5223	SA	SA SUBS NEAR 2
NEWLAND	5223	SA	SA SUBS NEAR 2
NORTH CAPE	5223	SA	SA SUBS NEAR 2
SEAL BAY	5223	SA	SA SUBS NEAR 2
SEDDON	5223	SA	SA SUBS NEAR 2
STOKES BAY	5223	SA	SA SUBS NEAR 2
STUN'SAIL BOOM	5223	SA	SA SUBS NEAR 2
VIVONNE BAY	5223	SA	SA SUBS NEAR 2
WESTERN RIVER	5223	SA	SA SUBS NEAR 2
WISANGER	5223	SA	SA SUBS NEAR 2
CHAIN OF PONDS	5231	SA	SA SUBS NEAR 2
KERSBROOK	5231	SA	SA SUBS NEAR 2
MILLBROOK	5231	SA	SA SUBS NEAR 2
CUDLEE CREEK	5232	SA	SA SUBS NEAR 2
FORRESTON	5233	SA	SA SUBS NEAR 2
GUMERACHA	5233	SA	SA SUBS NEAR 2
WARREN	5233	SA	SA SUBS NEAR 2
BIRDWOOD	5234	SA	SA SUBS NEAR 2
CROMER	5235	SA	SA SUBS NEAR 2
EDEN VALLEY	5235	SA	SA SUBS NEAR 2
FLAXMAN VALLEY	5235	SA	SA SUBS NEAR 2
MOUNT PLEASANT	5235	SA	SA SUBS NEAR 2
SPRINGTON	5235	SA	SA SUBS NEAR 2
TAUNTON	5235	SA	SA SUBS NEAR 2
